responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,device,hand,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
9717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,29, Beskidy ,723,214,3188353.5999999046,203.03125,663.390625,223.03125,731.421875,3,2,,,,,,,,,advanced,2,,,,,,,,,,,,,,
9732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,19,2,33,34,29, Beskidy ,665,217,,193.03125,663.390625,233.03125,731.421875,3,2,hover,183.59999990463257,183.59999990463257,0.8762057877813505,0.52421875,153,,,advanced,2,,,,,,,,,,,,,,
9763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,30, pack ,759,214,3188399.399999857,203.03125,731.421875,223.03125,774.453125,3,3,,,,,,,,,advanced,2,,,,,,,,,,,,,,
9765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,19,2,33,34,30, pack ,737,214,,193.03125,731.421875,233.03125,774.453125,3,3,hover,33.299999952316284,33.299999952316284,0.6408859840232389,0.52421875,153,,,advanced,2,,,,,,,,,,,,,,
9802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,31, is ,790,214,3188438.2999999523,203.03125,774.453125,223.03125,792.453125,3,4,,,,,,,,,advanced,2,,,,,,,,,,,,,,
9864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,31, is ,787,214,3188500.0999999046,203.03125,774.453125,223.03125,792.453125,3,4,,,,,,,,,advanced,2,,,,,,,,,,,,,,
9882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,19,2,33,34,31, is ,778,214,,193.03125,774.453125,233.03125,792.453125,3,4,hover,116.5,116.5,0.0859375,0.52421875,153,,,advanced,2,,,,,,,,,,,,,,
9913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,30, pack ,735,214,3188549.2999999523,203.03125,731.421875,223.03125,774.453125,3,3,,,,,,,,,advanced,2,,,,,,,,,,,,,,
9915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,19,2,33,34,30, pack ,761,214,,193.03125,731.421875,233.03125,774.453125,3,3,hover,33.30000019073486,33.30000019073486,0.08315177923021061,0.52421875,153,,,advanced,2,,,,,,,,,,,,,,
9961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,29, Beskidy ,684,214,3188597.0999999046,203.03125,663.390625,223.03125,731.421875,3,2,,,,,,,,,advanced,2,,,,,,,,,,,,,,
9982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,19,2,33,34,29, Beskidy ,719,214,,193.03125,663.390625,233.03125,731.421875,3,2,hover,66.69999980926514,66.69999980926514,0.14124942581534222,0.54921875,153,,,advanced,2,,,,,,,,,,,,,,
10019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,28, “The ,652,219,3188654.6999998093,203.03125,621.375,223.03125,663.390625,3,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
10052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,28, “The ,641,222,3188688.5,203.03125,621.375,223.03125,663.390625,3,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
10081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,19,2,33,34,28, “The ,661,216,,193.03125,621.375,233.03125,663.390625,3,1,hover,99.30000019073486,99.30000019073486,0.1814801041279286,0.79921875,153,,,advanced,2,,,,,,,,,,,,,,
10110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,-1,999,609,229,3188746.2999999523,,,,,,,,,,,,,,,advanced,2,,,,,,,,,,,,,,
10157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,-1,999,607,230,3188792.899999857,,,,,,,,,,,,,,,advanced,2,,,,,,,,,,,,,,
10213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,-1,999,611,228,3188849.399999857,,,,,,,,,,,,,,,advanced,2,,,,,,,,,,,,,,
10263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,28, “The ,637,221,3188898.6999998093,203.03125,621.375,223.03125,663.390625,3,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
10310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,28, “The ,663,215,3188946.399999857,203.03125,621.375,223.03125,663.390625,3,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
10316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,19,2,33,34,28, “The ,627,224,,193.03125,621.375,233.03125,663.390625,3,1,hover,84.5,84.5,0.9907028635180365,0.54921875,153,,,advanced,2,,,,,,,,,,,,,,
10353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,29, Beskidy ,664,215,3188989,203.03125,663.390625,223.03125,731.421875,3,2,,,,,,,,,advanced,2,,,,,,,,,,,,,,
10408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,29, Beskidy ,668,213,3189043.7999999523,203.03125,663.390625,223.03125,731.421875,3,2,,,,,,,,,advanced,2,,,,,,,,,,,,,,
10463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,29, Beskidy ,668,213,3189099.5999999046,203.03125,663.390625,223.03125,731.421875,3,2,,,,,,,,,advanced,2,,,,,,,,,,,,,,
10511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,29, Beskidy ,668,213,3189147.5999999046,203.03125,663.390625,223.03125,731.421875,3,2,,,,,,,,,advanced,2,,,,,,,,,,,,,,
10557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,29, Beskidy ,668,213,3189193.1999998093,203.03125,663.390625,223.03125,731.421875,3,2,,,,,,,,,advanced,2,,,,,,,,,,,,,,
10605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,29, Beskidy ,668,213,3189241.0999999046,203.03125,663.390625,223.03125,731.421875,3,2,,,,,,,,,advanced,2,,,,,,,,,,,,,,
10653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,29, Beskidy ,668,215,3189289.5999999046,203.03125,663.390625,223.03125,731.421875,3,2,,,,,,,,,advanced,2,,,,,,,,,,,,,,
10699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,19,2,33,34,29, Beskidy ,664,215,,193.03125,663.390625,233.03125,731.421875,3,2,hover,383,383,0.008957280661460726,0.64921875,153,,,advanced,2,,,,,,,,,,,,,,
10702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,28, “The ,660,222,3189338.2999999523,203.03125,621.375,223.03125,663.390625,3,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
10765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,19,2,33,34,28, “The ,660,222,,193.03125,621.375,233.03125,663.390625,3,1,hover,65.40000009536743,65.40000009536743,0.633692822610636,0.99921875,153,,,advanced,2,,,,,,,,,,,,,,
10768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,43, recorded ,646,235,3189403.6999998093,243.03125,621.375,263.03125,697.421875,4,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
10806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,43, recorded ,645,235,3189442.1999998093,243.03125,621.375,263.03125,697.421875,4,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
10856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,43, recorded ,645,235,3189492.1999998093,243.03125,621.375,263.03125,697.421875,4,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
10903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,43, recorded ,647,234,3189538.899999857,243.03125,621.375,263.03125,697.421875,4,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
10932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,19,2,33,34,43, recorded ,646,235,,233.03125,621.375,293.03125,659.3984375,4,1,hover,167.40000009536743,167.40000009536743,0.726525580439696,0.016145833333333335,153,,,advanced,2,,,,,,,,,,,,,,
10956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,28, “The ,650,233,3189592.5999999046,203.03125,621.375,223.03125,663.390625,3,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
11015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,28, “The ,650,233,3189651.5999999046,203.03125,621.375,223.03125,663.390625,3,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
11049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,19,2,33,34,28, “The ,650,233,,193.03125,621.375,233.03125,663.390625,3,1,hover,116.79999995231628,116.79999995231628,0.6812941613982894,0.99921875,153,,,advanced,2,,,,,,,,,,,,,,
11059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,43, recorded ,650,234,3189695.1999998093,243.03125,621.375,263.03125,697.421875,4,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
11116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,43, recorded ,650,234,3189751.7999999523,243.03125,621.375,263.03125,697.421875,4,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
11155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,43, recorded ,651,234,3189791.1999998093,243.03125,621.375,263.03125,697.421875,4,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
11214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,43, recorded ,652,234,3189850.1999998093,243.03125,621.375,263.03125,697.421875,4,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
11264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,43, recorded ,652,234,3189899.899999857,243.03125,621.375,263.03125,697.421875,4,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
11312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,43, recorded ,652,234,3189948.1999998093,243.03125,621.375,263.03125,697.421875,4,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
11364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,43, recorded ,652,234,3189999.6999998093,243.03125,621.375,263.03125,697.421875,4,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
11409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,43, recorded ,652,234,3190045.5999999046,243.03125,621.375,263.03125,697.421875,4,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
11458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,43, recorded ,652,234,3190093.6999998093,243.03125,621.375,263.03125,697.421875,4,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
11506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,43, recorded ,652,234,3190141.6999998093,243.03125,621.375,263.03125,697.421875,4,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
11555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,43, recorded ,652,234,3190190.6999998093,243.03125,621.375,263.03125,697.421875,4,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
11602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,43, recorded ,652,234,3190238.5999999046,243.03125,621.375,263.03125,697.421875,4,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
11667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,43, recorded ,652,234,3190303.5,243.03125,621.375,263.03125,697.421875,4,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
11715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,43, recorded ,652,234,3190351.1999998093,243.03125,621.375,263.03125,697.421875,4,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
11763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,43, recorded ,652,234,3190399.399999857,243.03125,621.375,263.03125,697.421875,4,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
11811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,43, recorded ,652,234,3190447.399999857,243.03125,621.375,263.03125,697.421875,4,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
11855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,43, recorded ,652,236,3190490.6999998093,243.03125,621.375,263.03125,697.421875,4,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
11912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,43, recorded ,652,236,3190548.0999999046,243.03125,621.375,263.03125,697.421875,4,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
11960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,43, recorded ,652,237,3190596.399999857,243.03125,621.375,263.03125,697.421875,4,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
12009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,43, recorded ,652,237,3190645.1999998093,243.03125,621.375,263.03125,697.421875,4,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
12047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,19,2,33,34,43, recorded ,650,234,,233.03125,621.375,293.03125,659.3984375,4,1,hover,998.7000000476837,998.7000000476837,0.8317238545305116,0.016145833333333335,153,,,advanced,2,,,,,,,,,,,,,,
12053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,28, “The ,653,231,3190688.6999998093,203.03125,621.375,223.03125,663.390625,3,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
12104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,28, “The ,654,217,3190740.5,203.03125,621.375,223.03125,663.390625,3,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
12148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,19,2,33,34,28, “The ,653,231,,193.03125,621.375,233.03125,663.390625,3,1,hover,100.59999990463257,100.59999990463257,0.8002975083674229,0.14921875,153,,,advanced,2,,,,,,,,,,,,,,
12163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,14, exceptional ,655,193,3190799.5999999046,163.03125,621.375,183.03125,717.453125,2,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
12205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,14, exceptional ,655,191,3190840.7999999523,163.03125,621.375,183.03125,717.453125,2,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
12231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,19,2,33,34,14, exceptional ,655,193,,153.03125,621.375,193.03125,717.453125,2,1,hover,82.70000004768372,82.70000004768372,0.3499756057895593,0.94921875,153,,,advanced,2,,,,,,,,,,,,,,
12254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,28, “The ,650,200,3190889.899999857,203.03125,621.375,223.03125,663.390625,3,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
12316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,28, “The ,645,209,3190952.399999857,203.03125,621.375,223.03125,663.390625,3,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
12357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,28, “The ,645,214,3190993.5999999046,203.03125,621.375,223.03125,663.390625,3,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
12410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,28, “The ,645,221,3191045.6999998093,203.03125,621.375,223.03125,663.390625,3,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
12460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,28, “The ,645,230,3191096,203.03125,621.375,223.03125,663.390625,3,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
12507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,28, “The ,645,232,3191142.7999999523,203.03125,621.375,223.03125,663.390625,3,1,,,,,,,,,advanced,2,,,,,,,,,,,,,,
12547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,19,2,33,34,28, “The ,653,194,,193.03125,621.375,233.03125,663.390625,3,1,hover,316.5,316.5,0.7288955001859427,0.97421875,153,,,advanced,2,,,,,,,,,,,,,,
12561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,29, Beskidy ,666,229,3191197.5,203.03125,663.390625,223.03125,731.421875,3,2,,,,,,,,,advanced,2,,,,,,,,,,,,,,
12603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,29, Beskidy ,699,220,3191239,203.03125,663.390625,223.03125,731.421875,3,2,,,,,,,,,advanced,2,,,,,,,,,,,,,,
12659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,29, Beskidy ,705,218,3191294.7999999523,203.03125,663.390625,223.03125,731.421875,3,2,,,,,,,,,advanced,2,,,,,,,,,,,,,,
12718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,29, Beskidy ,712,218,3191353.7999999523,203.03125,663.390625,223.03125,731.421875,3,2,,,,,,,,,advanced,2,,,,,,,,,,,,,,
12761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,29, Beskidy ,720,220,3191397.399999857,203.03125,663.390625,223.03125,731.421875,3,2,,,,,,,,,advanced,2,,,,,,,,,,,,,,
12798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,19,2,33,34,29, Beskidy ,666,229,,193.03125,663.390625,233.03125,731.421875,3,2,hover,250.79999995231628,250.79999995231628,0.9937988056959118,0.72421875,153,,,advanced,2,,,,,,,,,,,,,,
12817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,30, pack ,746,222,3191453.399999857,203.03125,731.421875,223.03125,774.453125,3,3,,,,,,,,,advanced,2,,,,,,,,,,,,,,
12862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,30, pack ,753,222,3191498.1999998093,203.03125,731.421875,223.03125,774.453125,3,3,,,,,,,,,advanced,2,,,,,,,,,,,,,,
12909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,30, pack ,763,222,3191545.399999857,203.03125,731.421875,223.03125,774.453125,3,3,,,,,,,,,advanced,2,,,,,,,,,,,,,,
12947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,19,2,33,34,30, pack ,741,222,,193.03125,731.421875,233.03125,774.453125,3,3,hover,149.29999995231628,149.29999995231628,0.9662309368191722,0.69921875,153,,,advanced,2,,,,,,,,,,,,,,
12968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,31, is ,780,220,3191604.2999999523,203.03125,774.453125,223.03125,792.453125,3,4,,,,,,,,,advanced,2,,,,,,,,,,,,,,
13004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,31, is ,787,218,3191640.5999999046,203.03125,774.453125,223.03125,792.453125,3,4,,,,,,,,,advanced,2,,,,,,,,,,,,,,
13032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,19,2,33,34,31, is ,776,221,,193.03125,774.453125,233.03125,792.453125,3,4,hover,85,85,0.9748263888888888,0.62421875,153,,,advanced,2,,,,,,,,,,,,,,
13061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,32, a ,800,218,3191697.2999999523,203.03125,792.453125,223.03125,807.46875,3,5,,,,,,,,,advanced,2,,,,,,,,,,,,,,
13065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,19,2,33,34,32, a ,795,218,,193.03125,792.453125,233.03125,807.46875,3,5,hover,32.60000014305115,32.60000014305115,0.5026014568158168,0.62421875,153,,,advanced,2,,,,,,,,,,,,,,
13103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,33, strong ,836,218,3191739.0999999046,203.03125,807.46875,223.03125,862.5,3,6,,,,,,,,,advanced,2,,,,,,,,,,,,,,
13153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,33, strong ,855,218,3191789.1999998093,203.03125,807.46875,223.03125,862.5,3,6,,,,,,,,,advanced,2,,,,,,,,,,,,,,
13211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,19,2,33,34,33, strong ,862,218,3191847.0999999046,203.03125,807.46875,223.03125,862.5,3,6,,,,,,,,,advanced,2,,,,,,,,,,,,,,
13214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,19,2,33,34,33, strong ,813,218,,193.03125,807.46875,233.03125,862.5,3,6,hover,149,149,0.9909142532651902,0.62421875,153,,,advanced,2,,,,,,,,,,,,,,
