responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,device,hand,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
26103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,72," constitution, ",813,316,2900446.3000000007,311.1625061035156,789.4625244140625,331.1625061035156,890.5250244140625,6,9,,,,,,,,,elementary,1,,,,,,,,,,,,,,
26153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,72," constitution, ",820,315,2900496.3000000007,311.1625061035156,789.4625244140625,331.1625061035156,890.5250244140625,6,9,,,,,,,,,elementary,1,,,,,,,,,,,,,,
26204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,72," constitution, ",830,315,2900547.0999999996,311.1625061035156,789.4625244140625,331.1625061035156,890.5250244140625,6,9,,,,,,,,,elementary,1,,,,,,,,,,,,,,
26267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,72," constitution, ",834,315,2900610.4000000004,311.1625061035156,789.4625244140625,331.1625061035156,890.5250244140625,6,9,,,,,,,,,elementary,1,,,,,,,,,,,,,,
26316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,72," constitution, ",834,314,2900659.1999999993,311.1625061035156,789.4625244140625,331.1625061035156,890.5250244140625,6,9,,,,,,,,,elementary,1,,,,,,,,,,,,,,
26363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,72," constitution, ",834,314,2900706.5,311.1625061035156,789.4625244140625,331.1625061035156,890.5250244140625,6,9,,,,,,,,,elementary,1,,,,,,,,,,,,,,
26412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,72," constitution, ",834,314,2900755,311.1625061035156,789.4625244140625,331.1625061035156,890.5250244140625,6,9,,,,,,,,,elementary,1,,,,,,,,,,,,,,
26473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,72," constitution, ",834,314,2900816.5999999996,311.1625061035156,789.4625244140625,331.1625061035156,890.5250244140625,6,9,,,,,,,,,elementary,1,,,,,,,,,,,,,,
26502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,72," constitution, ",828,312,2900845,311.1625061035156,789.4625244140625,331.1625061035156,890.5250244140625,6,9,,,,,,,,,elementary,1,,,,,,,,,,,,,,
26567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,72," constitution, ",828,312,2900910.5,311.1625061035156,789.4625244140625,331.1625061035156,890.5250244140625,6,9,,,,,,,,,elementary,1,,,,,,,,,,,,,,
26603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,72," constitution, ",828,312,2900946.5999999996,311.1625061035156,789.4625244140625,331.1625061035156,890.5250244140625,6,9,,,,,,,,,elementary,1,,,,,,,,,,,,,,
26655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,72," constitution, ",857,320,2900998.5,311.1625061035156,789.4625244140625,331.1625061035156,890.5250244140625,6,9,,,,,,,,,elementary,1,,,,,,,,,,,,,,
26704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,72," constitution, ",868,322,2901047.5,311.1625061035156,789.4625244140625,331.1625061035156,890.5250244140625,6,9,,,,,,,,,elementary,1,,,,,,,,,,,,,,
26753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,72," constitution, ",875,322,2901096,311.1625061035156,789.4625244140625,331.1625061035156,890.5250244140625,6,9,,,,,,,,,elementary,1,,,,,,,,,,,,,,
26817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,72," constitution, ",880,322,2901159.8000000007,311.1625061035156,789.4625244140625,331.1625061035156,890.5250244140625,6,9,,,,,,,,,elementary,1,,,,,,,,,,,,,,
26853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,72," constitution, ",882,322,2901196.5,311.1625061035156,789.4625244140625,331.1625061035156,890.5250244140625,6,9,,,,,,,,,elementary,1,,,,,,,,,,,,,,
26883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,5,1,27,28,72," constitution, ",800,320,,301.1625061035156,789.4625129699707,341.1625061035156,890.5250244140625,6,9,hover,882.8999999985099,882.8999999985099,0.9453306242333096,0.5209373474121094,104,,,elementary,1,,,,,,,,,,,,,,
26905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,73, adopted ,896,322,2901248.3000000007,311.1625061035156,890.5250244140625,331.1625061035156,960.6000289916992,6,10,,,,,,,,,elementary,1,,,,,,,,,,,,,,
26952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,73, adopted ,900,322,2901295.6999999993,311.1625061035156,890.5250244140625,331.1625061035156,960.6000289916992,6,10,,,,,,,,,elementary,1,,,,,,,,,,,,,,
27003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,73, adopted ,924,322,2901346.4000000004,311.1625061035156,890.5250244140625,331.1625061035156,960.6000289916992,6,10,,,,,,,,,elementary,1,,,,,,,,,,,,,,
27054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,73, adopted ,944,322,2901397.0999999996,311.1625061035156,890.5250244140625,331.1625061035156,960.6000289916992,6,10,,,,,,,,,elementary,1,,,,,,,,,,,,,,
27103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,73, adopted ,951,322,2901445.9000000004,311.1625061035156,890.5250244140625,331.1625061035156,960.6000289916992,6,10,,,,,,,,,elementary,1,,,,,,,,,,,,,,
27151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,73, adopted ,958,322,2901494.5999999996,311.1625061035156,890.5250244140625,331.1625061035156,960.6000289916992,6,10,,,,,,,,,elementary,1,,,,,,,,,,,,,,
27203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,73, adopted ,960,322,2901546.5,311.1625061035156,890.5250244140625,331.1625061035156,960.6000289916992,6,10,,,,,,,,,elementary,1,,,,,,,,,,,,,,
27217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,5,1,27,28,73, adopted ,893,322,,301.1625061035156,890.5250244140625,341.1625061035156,960.6000328063965,6,10,hover,333.7000000011176,333.7000000011176,0.9914372781372064,0.5209373474121094,104,,,elementary,1,,,,,,,,,,,,,,
27255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,74, in ,968,322,2901597.9000000004,311.1625061035156,960.6000366210938,331.1625061035156,979.6125373840332,6,11,,,,,,,,,elementary,1,,,,,,,,,,,,,,
27303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,74, in ,969,322,2901646,311.1625061035156,960.6000366210938,331.1625061035156,979.6125373840332,6,11,,,,,,,,,elementary,1,,,,,,,,,,,,,,
27353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,74, in ,974,322,2901696.5999999996,311.1625061035156,960.6000366210938,331.1625061035156,979.6125373840332,6,11,,,,,,,,,elementary,1,,,,,,,,,,,,,,
27402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,74, in ,975,322,2901745.6999999993,311.1625061035156,960.6000366210938,331.1625061035156,979.6125373840332,6,11,,,,,,,,,elementary,1,,,,,,,,,,,,,,
27433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,5,1,27,28,74, in ,963,322,,301.1625061035156,960.6000328063965,341.1625061035156,979.612512588501,6,11,hover,216.69999999925494,216.69999999925494,0.8099925612070207,0.5209373474121094,104,,,elementary,1,,,,,,,,,,,,,,
27454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,75," 2009, ",986,322,2901796.8000000007,311.1625061035156,979.6124877929688,331.1625061035156,1029.6624870300293,6,12,,,,,,,,,elementary,1,,,,,,,,,,,,,,
27503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,75," 2009, ",994,322,2901846.4000000004,311.1625061035156,979.6124877929688,331.1625061035156,1029.6624870300293,6,12,,,,,,,,,elementary,1,,,,,,,,,,,,,,
27551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,75," 2009, ",996,321,2901894.5,311.1625061035156,979.6124877929688,331.1625061035156,1029.6624870300293,6,12,,,,,,,,,elementary,1,,,,,,,,,,,,,,
27617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,75," 2009, ",997,320,2901960.1999999993,311.1625061035156,979.6124877929688,331.1625061035156,1029.6624870300293,6,12,,,,,,,,,elementary,1,,,,,,,,,,,,,,
27653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,75," 2009, ",999,320,2901996.5,311.1625061035156,979.6124877929688,331.1625061035156,1029.6624870300293,6,12,,,,,,,,,elementary,1,,,,,,,,,,,,,,
27704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,75," 2009, ",1004,320,2902047.0999999996,311.1625061035156,979.6124877929688,331.1625061035156,1029.6624870300293,6,12,,,,,,,,,elementary,1,,,,,,,,,,,,,,
27752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,75," 2009, ",1008,320,2902095.5,311.1625061035156,979.6124877929688,331.1625061035156,1029.6624870300293,6,12,,,,,,,,,elementary,1,,,,,,,,,,,,,,
27804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,75," 2009, ",1013,320,2902147.1999999993,311.1625061035156,979.6124877929688,331.1625061035156,1029.6624870300293,6,12,,,,,,,,,elementary,1,,,,,,,,,,,,,,
27853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,75," 2009, ",1017,320,2902196.4000000004,311.1625061035156,979.6124877929688,331.1625061035156,1029.6624870300293,6,12,,,,,,,,,elementary,1,,,,,,,,,,,,,,
27901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,5,1,27,28,75," 2009, ",980,322,,301.1625061035156,979.612512588501,341.1625061035156,1029.6624813079834,6,12,hover,466.90000000037253,466.90000000037253,0.966783569490299,0.47093734741210935,104,,,elementary,1,,,,,,,,,,,,,,
27905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,76, which ,1031,320,2902247.8000000007,311.1625061035156,1029.6624755859375,331.1625061035156,1075.6874771118164,6,13,,,,,,,,,elementary,1,,,,,,,,,,,,,,
27952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,76, which ,1032,320,2902295.6999999993,311.1625061035156,1029.6624755859375,331.1625061035156,1075.6874771118164,6,13,,,,,,,,,elementary,1,,,,,,,,,,,,,,
28002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,76, which ,1037,320,2902345.3000000007,311.1625061035156,1029.6624755859375,331.1625061035156,1075.6874771118164,6,13,,,,,,,,,elementary,1,,,,,,,,,,,,,,
28067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,76, which ,1037,320,2902409.9000000004,311.1625061035156,1029.6624755859375,331.1625061035156,1075.6874771118164,6,13,,,,,,,,,elementary,1,,,,,,,,,,,,,,
28083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,5,1,27,28,76, which ,1031,320,,301.1625061035156,1029.6624813079834,341.1625061035156,1075.6874771118164,6,13,hover,182.69999999925494,182.69999999925494,0.09424267436120806,0.47093734741210935,104,,,elementary,1,,,,,,,,,,,,,,
28102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,75," 2009, ",1016,320,2902445.4000000004,311.1625061035156,979.6124877929688,331.1625061035156,1029.6624870300293,6,12,,,,,,,,,elementary,1,,,,,,,,,,,,,,
28117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,5,1,27,28,75," 2009, ",1024,320,,301.1625061035156,979.612512588501,341.1625061035156,1029.6624813079834,6,12,hover,33.600000001490116,33.600000001490116,0.7270231798833243,0.47093734741210935,104,,,elementary,1,,,,,,,,,,,,,,
28134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,5,1,27,28,74, in ,978,320,,301.1625061035156,960.6000328063965,341.1625061035156,979.612512588501,6,11,hover,17,17,0.9151866244182016,0.47093734741210935,104,,,elementary,1,,,,,,,,,,,,,,
28153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,73, adopted ,925,320,2902496,311.1625061035156,890.5250244140625,331.1625061035156,960.6000289916992,6,10,,,,,,,,,elementary,1,,,,,,,,,,,,,,
28183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,5,1,27,28,73, adopted ,951,320,,301.1625061035156,890.5250244140625,341.1625061035156,960.6000328063965,6,10,hover,49.899999998509884,49.899999998509884,0.13521190797280072,0.47093734741210935,104,,,elementary,1,,,,,,,,,,,,,,
28204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,72," constitution, ",836,320,2902547.3000000007,311.1625061035156,789.4625244140625,331.1625061035156,890.5250244140625,6,9,,,,,,,,,elementary,1,,,,,,,,,,,,,,
28234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,5,1,27,28,72," constitution, ",872,320,,301.1625061035156,789.4625129699707,341.1625061035156,890.5250244140625,6,9,hover,50.30000000074506,50.30000000074506,0.14384648493592497,0.47093734741210935,104,,,elementary,1,,,,,,,,,,,,,,
28251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,5,1,27,28,71, new ,756,324,,301.1625061035156,751.4374942779541,341.1625061035156,789.4625129699707,6,8,hover,17.09999999962747,17.09999999962747,0.11998694225504225,0.5709373474121093,104,,,elementary,1,,,,,,,,,,,,,,
28255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,69, against ,719,327,2902598.3000000007,311.1625061035156,665.375,331.1625061035156,728.4249992370605,6,6,,,,,,,,,elementary,1,,,,,,,,,,,,,,
28284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,5,1,27,28,69, against ,719,327,,301.1625061035156,665.3749942779541,341.1625061035156,728.4249935150146,6,6,hover,32.70000000111759,32.70000000111759,0.23195885644752517,0.6459373474121094,104,,,elementary,1,,,,,,,,,,,,,,
28300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,5,1,27,28,68, was ,642,327,,301.1625061035156,628.3625144958496,341.1625061035156,665.3749942779541,6,5,hover,16.59999999962747,16.59999999962747,0.368456412119247,0.6459373474121094,104,,,elementary,1,,,,,,,,,,,,,,
28304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,67, convention ,581,327,2902646.8000000007,311.1625061035156,536.2875366210938,331.1625061035156,628.3625411987305,6,4,,,,,,,,,elementary,1,,,,,,,,,,,,,,
28352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,67, convention ,555,339,2902695.4000000004,311.1625061035156,536.2875366210938,331.1625061035156,628.3625411987305,6,4,,,,,,,,,elementary,1,,,,,,,,,,,,,,
28383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,5,1,27,28,67, convention ,581,327,,301.1625061035156,536.2875242233276,341.1625061035156,628.3625144958496,6,4,hover,83.29999999888241,83.29999999888241,0.19237010749876032,0.9959373474121094,104,,,elementary,1,,,,,,,,,,,,,,
28403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,80, “protect ,547,348,2902746,351.1625061035156,533.25,371.1625061035156,599.2750015258789,7,4,,,,,,,,,elementary,1,,,,,,,,,,,,,,
28434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,5,1,27,28,80, “protect ,551,344,,341.1625061035156,533.2500095367432,381.1625061035156,599.2750129699707,7,4,hover,50,50,0.056796520534062214,0.3209373474121094,104,,,elementary,1,,,,,,,,,,,,,,
28453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,79, must ,524,358,2902796.5,351.1625061035156,489.2375183105469,371.1625061035156,533.2500190734863,7,3,,,,,,,,,elementary,1,,,,,,,,,,,,,,
28500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,5,1,27,28,79, must ,530,357,,341.1625061035156,489.2375121116638,381.1625061035156,533.2500095367432,7,3,hover,66.40000000037253,66.40000000037253,0.5171823736447545,0.42093734741210936,104,,,elementary,1,,,,,,,,,,,,,,
28503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,78, it ,489,358,2902846.1999999993,351.1625061035156,475.2250061035156,371.1625061035156,489.23750591278076,7,2,,,,,,,,,elementary,1,,,,,,,,,,,,,,
28516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,5,1,27,28,78, it ,489,358,,341.1625061035156,475.2250003814697,381.1625061035156,489.2375121116638,7,2,hover,16.700000001117587,16.700000001117587,0.9830499972997683,0.42093734741210936,104,,,elementary,1,,,,,,,,,,,,,,
28553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,77, says ,444,358,2902896.5,351.1625061035156,433.2124938964844,371.1625061035156,475.2249946594238,7,1,,,,,,,,,elementary,1,,,,,,,,,,,,,,
28612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,77, says ,443,358,2902955.3000000007,351.1625061035156,433.2124938964844,371.1625061035156,475.2249946594238,7,1,,,,,,,,,elementary,1,,,,,,,,,,,,,,
28666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,77, says ,442,359,2903009,351.1625061035156,433.2124938964844,371.1625061035156,475.2249946594238,7,1,,,,,,,,,elementary,1,,,,,,,,,,,,,,
28702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,77, says ,442,361,2903045.4000000004,351.1625061035156,433.2124938964844,371.1625061035156,475.2249946594238,7,1,,,,,,,,,elementary,1,,,,,,,,,,,,,,
28751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,77, says ,444,361,2903094.5,351.1625061035156,433.2124938964844,371.1625061035156,475.2249946594238,7,1,,,,,,,,,elementary,1,,,,,,,,,,,,,,
28804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,77, says ,454,361,2903146.8000000007,351.1625061035156,433.2124938964844,371.1625061035156,475.2249946594238,7,1,,,,,,,,,elementary,1,,,,,,,,,,,,,,
28834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,5,1,27,28,77, says ,471,358,,341.1625061035156,433.2124938964844,381.1625061035156,475.2250003814697,7,1,hover,317.09999999962747,317.09999999962747,0.8518298263471985,0.5709373474121093,104,,,elementary,1,,,,,,,,,,,,,,
28851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,5,1,27,28,78, it ,485,364,,341.1625061035156,475.2250003814697,381.1625061035156,489.2375121116638,7,2,hover,17.09999999962747,17.09999999962747,0.6975908250244067,0.5709373474121093,104,,,elementary,1,,,,,,,,,,,,,,
28854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,79, must ,499,364,2903197.5,351.1625061035156,489.2375183105469,371.1625061035156,533.2500190734863,7,3,,,,,,,,,elementary,1,,,,,,,,,,,,,,
28901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,79, must ,512,363,2903244.3000000007,351.1625061035156,489.2375183105469,371.1625061035156,533.2500190734863,7,3,,,,,,,,,elementary,1,,,,,,,,,,,,,,
28953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,79, must ,524,363,2903296.1999999993,351.1625061035156,489.2375183105469,371.1625061035156,533.2500190734863,7,3,,,,,,,,,elementary,1,,,,,,,,,,,,,,
28983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,5,1,27,28,79, must ,499,364,,341.1625061035156,489.2375121116638,381.1625061035156,533.2500095367432,7,3,hover,132.69999999925494,132.69999999925494,0.9715987592189922,0.5459373474121094,104,,,elementary,1,,,,,,,,,,,,,,
29003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,80, “protect ,536,363,2903346.1999999993,351.1625061035156,533.25,371.1625061035156,599.2750015258789,7,4,,,,,,,,,elementary,1,,,,,,,,,,,,,,
29052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,80, “protect ,536,363,2903395.4000000004,351.1625061035156,533.25,371.1625061035156,599.2750015258789,7,4,,,,,,,,,elementary,1,,,,,,,,,,,,,,
29101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,80, “protect ,546,363,2903444.4000000004,351.1625061035156,533.25,371.1625061035156,599.2750015258789,7,4,,,,,,,,,elementary,1,,,,,,,,,,,,,,
29155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,80, “protect ,546,363,2903498.5,351.1625061035156,533.25,371.1625061035156,599.2750015258789,7,4,,,,,,,,,elementary,1,,,,,,,,,,,,,,
29203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,80, “protect ,560,363,2903546,351.1625061035156,533.25,371.1625061035156,599.2750015258789,7,4,,,,,,,,,elementary,1,,,,,,,,,,,,,,
29267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,5,1,27,28,80, “protect ,565,363,2903609.9000000004,351.1625061035156,533.25,371.1625061035156,599.2750015258789,7,4,,,,,,,,,elementary,1,,,,,,,,,,,,,,
